ALGO AENO LSST SRNA ELLT AMRP OTCS HETT HUXZ DUCT SMAH NPCK MSDP EORC CUBO HRET ANSO DIHO RTTH SPLZ NWIG MMBT MDGI AGVF RRES CTGI ALUT ACAC SRTX GARI RCRI ACIX CCNS MTNS IHOZ NAYO FWWG EELT HRND AETS ULXY BLBT BENI ITPA HTRK NGTE ILVX FCSG FARS MHRM EAFC
107.45 98.93 78.21 129.91 116.44 16.29 24.11 61.53 74.97 18.65 66.95 10.55 25.49 47.01 131.87 61.94 63.15 11.89 38.77 89.34 108.88 137.34 259.16 110.07 44.01 126.52 15.09 71.00 278.72 12.51 41.44 20.57 18.21 18.28 145.59 40.11 35.55 129.87 30.33 39.12 43.43 45.82 24.05 25.00 11.83 75.64 47.61 29.54 38.23 16.72 33.25
109.04 97.97 81.21 131.01 120.10 16.56 23.51 61.99 73.74 18.65 68.71 10.89 26.85 48.42 135.08 61.09 63.77 12.17 38.09 88.55 109.39 146.04 258.40 111.77 43.96 129.38 15.57 70.35 282.98 12.97 41.98 21.15 18.92 18.45 144.43 42.11 36.11 135.20 30.59 40.89 43.37 46.13 24.27 25.06 11.95 76.46 47.82 29.72 38.34 17.05 34.22
109.68 99.15 81.97 134.29 122.84 16.92 23.88 60.99 75.86 19.13 68.41 11.09 26.94 48.65 135.40 60.95 65.40 12.12 38.50 90.69 111.43 140.06 267.37 113.85 42.26 129.47 15.68 69.93 285.19 13.28 40.25 21.41 19.48 18.68 146.40 39.47 36.66 129.46 29.82 42.67 44.39 46.64 24.39 25.44 12.14 77.77 48.42 31.40 38.04 17.13 34.07
108.60 100.07 81.76 132.65 121.25 17.35 23.21 60.91 75.41 18.60 67.43 11.06 27.21 48.52 133.26 60.60 64.10 11.76 37.57 90.95 110.05 139.46 258.71 112.13 41.27 130.04 15.56 68.90 280.48 13.23 40.55 20.78 19.74 18.30 141.20 37.50 36.40 129.46 29.05 45.51 43.24 46.64 24.41 25.37 11.94 78.40 47.29 30.96 37.62 17.22 35.39
108.08 98.50 81.89 133.01 121.68 17.52 23.52 59.98 78.25 18.75 69.94 11.11 26.99 46.56 134.95 62.42 63.43 11.82 34.74 92.45 111.75 132.00 250.29 112.48 40.63 126.73 15.83 67.96 280.94 13.00 40.01 20.48 19.28 18.48 140.63 36.77 36.43 125.11 28.14 46.79 43.65 46.55 24.88 26.09 12.03 76.47 48.40 30.82 37.09 17.31 35.11
108.76 99.58 85.58 134.69 119.08 17.81 25.32 60.81 79.66 19.58 72.04 11.47 27.28 49.85 137.71 63.46 62.67 12.03 32.85 91.85 113.08 132.20 246.36 113.69 39.26 125.92 15.87 67.20 286.04 13.40 37.93 20.46 18.92 18.46 144.67 34.23 36.34 118.64 28.29 46.89 44.34 46.20 24.95 25.94 12.32 77.99 48.95 32.30 37.02 17.79 34.87
109.03 101.52 82.84 134.13 120.28 17.77 25.26 61.48 79.77 19.53 71.94 11.45 26.64 50.87 140.10 61.70 62.80 12.05 33.25 92.52 113.86 127.56 251.13 112.57 38.31 123.71 16.23 66.54 284.60 13.70 35.98 20.82 19.06 18.36 143.96 34.12 36.71 119.32 29.86 48.68 46.58 45.97 25.34 26.06 12.27 78.78 49.26 31.49 37.11 17.44 35.59
107.70 103.79 80.44 132.81 118.51 17.37 24.60 61.48 76.07 19.17 70.11 11.49 26.07 49.94 140.61 61.97 63.45 12.02 31.83 92.10 113.49 126.20 248.34 112.66 37.14 118.09 16.17 66.53 282.28 13.78 33.51 20.79 18.55 17.99 143.43 32.85 37.14 118.48 28.51 48.29 46.33 45.89 25.38 25.93 11.98 78.52 48.70 32.48 36.34 16.99 35.08
107.14 103.81 81.51 133.63 120.57 17.41 23.92 61.30 77.16 18.75 69.55 11.20 25.56 49.45 138.06 61.20 64.74 11.60 32.52 93.59 113.05 124.59 253.71 112.63 35.63 115.48 16.41 68.76 279.82 14.01 32.26 20.94 18.42 17.96 140.16 31.23 35.97 114.80 28.23 46.79 46.66 45.46 25.45 25.90 12.23 78.39 48.35 32.32 36.43 17.08 35.82
107.07 104.05 81.89 136.13 120.73 17.67 24.95 61.62 76.63 18.88 69.36 11.21 26.01 49.24 140.19 62.06 65.57 11.84 31.31 95.15 113.31 114.94 247.32 111.84 35.37 112.76 16.76 69.37 286.09 14.02 30.83 20.99 18.57 18.16 140.23 30.71 35.89 108.36 28.92 45.84 46.69 45.56 25.19 25.51 12.14 78.96 48.41 33.42 36.31 17.51 36.57
106.57 102.64 80.75 134.96 119.84 17.53 25.44 60.44 73.67 18.67 68.55 11.06 25.64 50.87 138.06 59.50 65.87 11.99 31.96 96.39 111.46 114.45 253.56 115.61 34.48 112.75 16.58 66.47 293.05 13.64 31.08 20.88 18.90 18.10 134.93 30.81 35.72 110.43 30.28 43.67 44.03 45.86 24.94 25.16 12.02 77.27 48.40 32.64 36.43 17.93 36.41
106.43 100.29 81.60 134.94 122.64 17.36 25.29 61.24 73.52 18.88 69.03 11.04 25.08 51.69 135.43 58.83 64.52 11.97 32.04 93.88 110.17 116.35 249.37 115.47 34.26 106.40 16.52 67.84 302.73 13.30 28.96 20.60 19.70 18.35 133.58 29.70 35.48 105.24 29.58 44.35 44.39 45.11 25.10 25.04 12.22 80.32 48.94 34.60 36.67 17.91 36.92
107.72 104.24 84.19 139.09 123.03 17.45 25.91 62.21 75.28 19.20 70.86 11.16 26.12 53.13 138.65 58.52 65.86 11.96 32.81 94.43 110.54 115.55 249.51 118.21 35.21 105.88 16.52 68.06 306.52 13.54 28.83 20.80 20.60 18.95 134.31 29.06 35.26 106.76 28.65 47.06 44.48 45.74 25.58 25.02 12.21 80.12 49.64 34.83 36.77 18.74 36.77
105.84 101.61 80.97 132.57 122.87 17.02 25.78 61.61 72.24 18.85 68.97 10.83 25.39 52.12 133.21 55.46 63.66 11.66 31.52 91.80 106.68 114.09 246.89 115.70 36.35 109.61 16.51 66.23 289.57 13.53 29.67 21.38 20.39 18.11 131.86 29.25 35.25 104.07 27.70 44.93 43.73 45.29 24.97 25.38 11.96 77.60 49.16 34.20 36.20 18.73 35.95
105.52 102.92 79.07 132.92 119.14 16.60 26.50 61.05 71.35 18.45 69.82 10.70 24.74 52.33 136.95 55.18 64.11 11.44 31.95 92.49 104.67 113.24 244.55 117.48 36.85 109.48 16.32 64.92 280.54 13.69 29.99 21.04 20.08 18.48 130.24 29.79 34.99 103.01 27.94 45.45 43.34 44.85 24.89 25.30 12.10 76.73 48.75 33.69 36.45 19.36 34.87
104.87 103.95 80.67 135.70 117.40 16.31 26.01 61.40 70.72 18.68 70.90 10.48 24.48 49.44 134.68 56.32 63.73 11.48 30.67 88.28 105.36 116.22 244.98 117.01 37.31 103.66 16.57 64.61 277.50 13.78 29.54 21.26 20.11 18.15 127.63 29.66 34.79 99.72 26.69 47.17 45.58 45.13 24.88 24.98 12.10 77.43 48.85 32.66 35.53 18.64 34.28
104.73 101.56 79.92 134.08 116.10 16.16 25.66 59.88 70.56 18.22 70.06 10.41 24.35 50.15 134.00 53.70 64.07 11.40 32.24 86.21 107.97 117.15 242.39 115.11 38.39 109.94 16.58 64.95 273.91 13.38 30.06 21.19 19.95 18.49 126.88 30.82 34.54 101.31 25.98 46.71 46.73 44.89 24.71 25.43 12.30 75.67 48.70 33.01 35.74 18.37 34.18
102.77 101.85 80.91 130.04 116.03 15.43 25.60 60.37 66.12 17.95 67.75 10.31 23.28 50.27 133.62 53.93 64.58 11.15 30.83 82.32 107.35 115.27 235.38 116.97 36.50 107.60 16.31 64.27 274.65 12.80 30.03 20.75 18.82 18.32 125.96 28.63 33.54 92.59 24.43 46.84 47.36 43.50 24.54 25.25 12.06 76.37 48.17 31.95 34.91 18.29 32.77
103.68 103.69 80.59 131.59 115.91 15.85 25.59 61.35 66.18 18.53 66.73 10.36 23.90 51.64 134.74 52.28 65.37 11.06 31.02 85.44 108.81 119.00 238.79 119.09 37.79 111.46 16.21 64.77 277.71 12.90 29.75 21.14 18.86 17.76 124.77 29.16 33.38 95.03 24.18 47.52 47.64 44.54 24.50 25.64 12.12 77.18 48.09 32.41 35.14 18.11 32.52
103.80 101.68 82.61 129.79 115.99 15.20 25.79 61.19 66.91 18.72 66.02 10.14 24.29 49.63 135.97 52.76 66.74 11.67 30.79 87.17 111.23 120.95 238.08 117.30 38.19 108.80 16.41 65.43 279.73 12.92 29.60 21.32 18.04 17.45 124.45 28.05 33.18 93.15 23.93 47.76 48.24 44.54 24.54 25.55 12.29 78.61 48.22 32.93 35.24 18.39 33.62
103.93 102.58 80.85 129.36 112.96 14.96 25.20 61.36 65.74 18.32 65.67 10.11 24.41 50.70 137.38 53.65 65.36 11.83 32.35 85.88 109.82 135.32 239.17 110.70 38.27 111.32 16.13 64.66 274.12 12.23 30.74 21.74 18.29 17.51 125.37 28.02 32.85 96.32 24.70 46.73 49.04 44.50 24.61 25.55 12.34 78.38 47.79 33.17 35.55 17.58 32.66
106.32 103.12 80.74 131.19 114.78 15.69 26.46 62.17 67.50 18.90 68.11 10.25 25.19 51.40 139.01 56.80 65.28 11.89 32.12 85.59 109.87 135.35 244.78 111.25 40.93 115.37 16.34 67.59 285.36 12.67 33.96 22.48 19.03 18.05 131.03 27.97 33.02 101.85 24.97 47.15 50.22 45.17 24.87 25.86 12.76 82.04 49.24 33.34 36.11 17.90 31.50
105.06 99.98 81.22 130.30 114.81 15.97 26.32 62.31 65.99 18.20 66.68 9.77 25.26 50.77 137.70 53.28 66.34 11.73 31.38 86.20 108.80 139.93 242.06 107.62 41.39 117.11 15.76 65.05 274.04 12.70 34.58 21.64 18.63 17.54 131.23 28.86 31.66 103.82 24.89 43.89 50.04 44.34 25.16 25.32 12.57 80.37 48.77 33.05 35.11 17.24 30.32
104.09 96.44 78.97 132.12 113.66 14.89 26.42 62.43 63.70 17.70 65.74 9.64 25.21 49.06 135.61 55.06 64.67 11.82 31.15 85.72 105.05 138.31 243.27 107.04 42.55 119.70 15.36 63.11 267.30 12.59 34.54 21.80 18.06 17.00 130.82 29.72 31.66 106.95 25.08 41.96 49.41 43.99 24.59 25.46 12.46 78.75 48.28 32.00 35.18 16.78 30.00
103.07 96.77 79.05 133.30 109.88 14.39 27.02 61.65 64.06 17.46 63.92 9.59 24.57 50.21 137.88 56.20 62.56 11.70 30.51 83.50 102.45 138.87 237.75 106.43 41.65 117.16 15.08 60.89 261.86 12.32 34.79 21.61 17.93 17.12 128.54 29.00 31.48 108.25 23.43 41.44 49.01 43.06 24.32 24.99 12.49 77.69 48.97 31.23 34.98 16.94 30.34
103.82 97.11 80.04 134.86 110.58 15.20 27.35 60.86 67.20 17.84 65.08 9.58 24.72 49.00 139.17 57.32 63.14 11.86 30.49 84.87 103.11 138.31 241.50 106.66 41.90 119.44 15.01 60.65 261.31 12.28 35.38 22.18 17.97 17.18 132.16 29.96 31.73 105.25 23.29 41.44 51.36 43.42 24.48 24.68 12.68 78.47 49.77 30.14 35.35 16.98 29.99
104.79 97.41 80.53 136.59 110.08 15.90 27.92 61.72 69.96 17.64 65.49 9.75 24.84 49.03 142.14 58.34 62.58 12.45 30.60 84.54 102.02 128.33 246.56 104.85 42.12 120.28 14.94 58.86 269.44 12.94 36.38 23.01 17.58 17.45 133.11 29.49 32.79 106.13 23.32 43.23 52.68 44.00 24.66 25.21 12.74 78.27 50.44 31.68 36.15 17.17 30.41
103.86 93.76 81.71 135.21 110.14 15.99 28.53 61.56 68.16 17.59 64.44 9.58 25.09 49.25 140.27 57.46 63.61 12.24 31.17 87.12 102.92 124.44 239.25 104.80 41.52 115.97 14.96 58.07 274.95 12.40 37.60 22.87 17.55 17.05 128.73 28.46 32.23 98.34 22.86 44.52 51.25 43.46 24.46 25.52 12.65 78.85 49.17 32.09 34.15 17.06 30.43
103.98 93.48 79.45 133.35 111.56 16.30 28.65 60.67 70.08 16.86 64.99 9.51 25.57 48.60 141.83 57.89 64.12 12.25 31.35 89.46 102.86 129.51 231.16 105.68 42.05 121.54 15.66 55.72 272.17 12.42 39.41 22.57 17.53 17.43 130.06 28.39 32.27 101.91 22.08 42.99 50.94 43.11 24.63 25.24 12.45 77.42 48.97 31.85 33.96 16.87 30.64
105.68 95.16 80.58 133.02 110.42 16.56 29.28 62.02 70.61 17.07 64.86 9.75 25.92 49.63 145.73 58.31 66.43 12.26 32.37 90.18 103.27 136.75 236.67 107.16 42.00 120.55 16.13 58.66 279.87 12.35 39.29 22.80 17.34 18.33 132.73 27.90 32.59 103.47 21.96 43.74 52.72 43.45 25.08 25.77 12.58 80.68 49.30 32.45 34.97 17.42 31.87
105.83 96.00 78.87 133.55 110.59 16.37 29.14 63.13 71.29 16.83 63.77 9.67 25.41 50.18 148.50 59.76 67.90 12.38 32.43 87.86 107.25 130.82 231.64 109.08 42.86 119.12 16.26 58.13 283.69 12.78 39.57 22.58 17.65 18.38 133.90 29.51 32.02 103.64 22.72 42.08 54.31 42.62 25.31 25.59 12.82 79.08 50.01 33.12 35.08 16.77 30.68
106.91 96.83 79.71 136.82 110.58 16.54 28.69 64.26 71.09 17.21 64.43 9.54 25.92 50.24 148.35 60.80 67.34 12.87 33.53 87.12 104.15 141.34 231.58 110.49 44.04 127.03 15.39 59.88 294.51 12.88 40.61 22.98 17.96 18.42 131.56 29.14 32.54 111.07 22.25 41.96 54.64 43.32 25.40 25.80 12.88 78.34 49.64 33.62 36.12 16.11 30.83
106.40 94.11 81.31 134.62 109.46 16.50 30.87 64.15 71.38 16.91 63.31 9.67 26.78 49.34 147.76 58.89 67.06 13.22 35.24 89.36 102.31 133.66 224.93 108.38 44.72 122.40 15.29 58.55 283.10 12.84 39.51 22.55 18.34 18.17 128.65 28.79 32.53 117.99 21.84 42.26 53.81 42.83 25.37 25.48 12.50 81.03 49.03 31.90 35.33 16.05 31.96
106.45 93.49 83.22 135.31 107.39 16.53 29.68 66.12 73.73 17.09 65.80 9.52 26.85 48.18 147.23 59.32 67.01 13.29 33.97 87.85 101.79 128.87 225.26 107.09 45.73 121.80 15.35 58.82 280.64 13.14 39.52 22.07 18.25 18.88 131.09 28.38 32.62 124.25 21.94 41.43 53.66 43.47 25.66 25.44 12.72 82.57 49.61 31.09 35.18 15.88 31.42
105.90 91.03 80.55 131.66 104.62 15.92 30.19 68.72 73.46 17.07 62.43 9.69 26.65 47.08 147.53 60.57 67.71 13.00 33.44 85.60 104.68 137.42 221.98 107.82 44.70 124.37 15.39 57.53 275.19 12.61 38.77 21.93 17.75 18.31 130.96 28.22 32.52 132.15 22.04 40.57 53.72 43.31 26.02 24.85 12.80 81.67 49.49 29.10 34.43 15.72 30.33
106.17 90.13 80.74 130.16 106.31 15.75 31.58 69.22 72.04 17.28 62.10 9.60 25.90 47.17 149.00 59.81 66.86 13.64 33.12 87.22 100.79 141.81 216.03 111.86 44.93 124.83 15.51 57.81 268.77 12.22 39.36 22.47 17.78 19.01 127.97 27.94 32.48 139.83 21.00 40.53 53.74 42.63 26.02 24.49 12.74 82.88 49.42 29.56 34.16 15.30 28.79
107.26 89.61 81.99 130.85 107.54 16.01 31.77 69.28 69.51 17.33 63.74 9.77 26.10 47.94 147.25 59.53 65.57 13.35 31.86 87.04 99.65 144.84 219.23 117.05 45.31 123.44 15.37 58.46 272.10 12.46 40.66 22.98 19.24 18.96 128.08 30.29 33.72 147.22 21.77 40.69 51.30 41.74 26.10 24.76 12.81 85.84 49.93 30.53 34.53 15.34 29.46
105.74 85.17 80.58 127.58 105.49 16.16 32.02 67.96 67.36 17.68 64.23 9.58 25.46 46.62 146.60 60.60 65.06 13.30 32.35 85.69 97.84 140.47 218.81 112.50 44.09 121.63 15.38 58.93 264.41 11.92 38.50 22.87 19.00 18.60 124.21 28.29 32.89 143.05 22.32 40.34 50.61 41.14 25.69 25.06 12.81 82.24 49.27 30.21 34.05 15.12 29.20
105.71 86.03 80.49 126.41 105.45 15.92 34.02 67.51 65.19 17.42 63.63 9.55 24.83 45.97 145.34 60.08 64.89 13.40 32.00 84.89 98.05 138.91 224.95 114.52 44.56 122.84 16.18 58.07 261.56 11.73 40.12 22.61 18.95 19.07 122.16 27.85 33.42 144.28 21.64 38.43 50.35 41.52 25.55 25.54 12.50 81.50 49.88 29.69 33.74 14.79 28.95
106.12 84.35 82.64 127.08 107.68 15.57 33.82 67.43 64.91 17.59 62.91 9.39 25.43 46.17 144.80 61.71 66.07 13.78 31.68 83.71 97.81 143.33 229.47 112.20 44.36 121.95 16.47 58.12 260.14 11.78 41.13 22.58 19.30 19.30 124.65 28.03 33.50 140.67 22.26 38.61 48.88 40.88 25.54 25.77 12.56 83.24 49.56 30.26 33.80 14.41 29.11
105.54 84.16 82.43 123.65 107.26 15.64 34.02 67.60 64.82 17.27 63.78 9.31 26.24 45.61 145.95 60.03 65.76 13.91 30.30 83.48 93.50 145.00 229.51 111.69 44.99 122.71 15.74 56.94 257.94 11.58 39.29 21.78 19.40 19.39 120.61 29.07 32.57 138.49 22.42 39.17 50.34 40.50 25.33 25.61 12.52 81.72 48.37 30.88 33.85 14.31 29.05
105.07 82.05 80.77 121.24 107.56 15.32 33.23 65.91 63.93 16.93 64.43 9.14 26.14 44.25 142.40 60.38 65.73 13.73 29.61 84.98 92.15 147.60 227.73 110.64 45.41 118.52 16.12 55.20 257.17 11.60 38.35 22.38 19.09 19.90 120.72 28.55 31.98 137.67 22.32 39.16 51.66 40.07 24.67 25.98 12.51 82.20 48.00 31.17 34.14 14.69 30.15
106.53 82.85 83.40 122.42 108.64 15.44 34.29 66.31 65.97 17.11 66.57 9.23 26.14 44.61 143.49 60.54 67.42 13.51 29.31 85.34 90.62 161.94 227.55 111.63 46.09 121.69 16.81 56.61 259.78 12.11 40.45 22.69 19.61 20.27 120.06 29.56 32.44 134.90 21.37 41.25 52.52 40.82 24.77 26.26 12.15 79.36 48.62 31.45 34.10 15.18 30.57
105.25 81.13 82.66 120.26 108.27 15.41 33.44 64.88 65.75 16.64 66.50 8.97 25.60 44.99 139.88 59.69 65.68 13.58 29.52 86.06 89.14 160.03 225.36 111.54 46.03 119.36 16.73 56.82 253.72 11.68 41.09 22.78 19.20 20.04 114.53 30.02 31.86 133.39 20.97 41.76 49.20 40.81 24.48 25.87 11.94 78.24 47.99 30.68 34.29 15.45 30.22
105.36 81.70 84.53 122.01 109.43 15.61 33.43 64.03 64.09 16.78 67.42 8.98 25.23 45.37 140.79 59.74 67.85 13.60 31.33 84.80 88.22 154.75 228.11 111.18 45.64 119.88 16.92 57.39 250.28 11.61 40.58 23.32 19.46 20.11 112.95 30.30 31.59 130.08 20.87 41.96 49.53 40.20 24.65 25.94 11.81 78.41 47.21 31.36 33.84 15.52 29.58
106.86 84.07 84.13 121.35 111.04 16.15 33.50 64.32 66.11 17.20 67.91 9.03 26.05 46.04 144.35 57.89 68.94 14.22 32.63 86.09 90.95 157.52 232.01 113.80 46.95 124.43 17.24 59.23 247.96 12.10 41.80 23.15 18.91 20.71 111.64 31.36 31.55 129.86 20.97 40.57 50.64 40.46 24.69 27.03 12.16 80.33 47.80 31.01 33.74 15.88 30.56
108.40 85.08 83.47 116.97 110.79 16.49 33.04 64.63 64.40 17.38 68.97 8.91 26.80 45.94 144.19 58.38 70.20 14.21 33.04 88.60 91.53 175.64 240.72 112.15 48.69 124.72 17.30 59.25 253.99 12.17 44.13 23.35 18.54 20.27 111.87 32.41 31.06 134.61 22.76 41.80 52.15 40.97 24.88 27.24 12.21 81.62 48.66 30.91 33.57 16.33 31.54
106.19 82.22 81.51 114.80 107.57 16.63 31.38 63.44 63.73 16.55 65.63 8.63 26.60 44.22 143.64 58.12 68.97 13.79 33.66 86.85 87.74 174.96 228.95 110.79 47.95 124.36 16.59 58.13 248.77 12.07 43.68 22.97 18.69 19.97 109.48 32.32 30.77 127.32 23.39 41.94 52.75 40.10 24.54 27.04 11.78 80.31 48.10 29.34 33.58 15.83 30.13
106.19 81.63 80.36 115.27 106.22 16.07 31.77 62.72 62.80 16.94 64.64 8.63 26.75 44.70 144.34 58.35 69.71 13.98 31.81 87.30 86.82 166.61 230.07 109.79 48.58 125.10 16.20 56.47 252.01 12.18 44.07 22.99 18.48 19.71 109.28 34.12 30.68 129.90 24.34 41.69 52.78 40.27 24.97 27.17 11.45 79.74 48.79 30.78 33.71 15.81 29.28
105.79 79.28 79.07 112.95 108.27 15.84 32.60 64.31 63.74 16.64 63.54 8.71 26.55 45.64 145.26 59.34 67.34 13.58 32.09 87.12 87.15 169.37 226.29 108.13 46.89 124.94 15.96 54.94 254.43 12.03 43.57 23.01 18.93 19.64 109.07 34.97 30.70 133.44 24.08 40.49 50.23 39.52 24.96 27.07 11.28 77.64 48.87 30.86 33.42 15.39 28.94
104.35 79.17 76.33 112.70 107.14 15.96 30.48 64.86 63.00 16.03 62.53 8.50 26.19 43.38 144.60 57.44 67.61 13.61 31.35 86.32 82.62 165.95 223.23 106.51 47.03 126.62 15.99 56.51 247.22 11.80 43.29 23.39 18.97 19.01 105.89 33.86 30.66 130.36 23.23 40.67 49.91 39.54 24.79 26.87 11.35 75.17 47.61 31.56 33.33 15.36 28.85
103.55 78.32 79.13 111.06 105.31 16.05 30.03 65.61 59.48 15.99 61.23 8.47 26.01 42.22 144.03 56.72 67.72 13.53 32.68 84.63 82.03 161.94 221.10 106.39 48.20 133.73 15.24 55.14 243.61 11.11 43.27 23.21 18.59 19.27 105.48 34.49 29.73 128.77 22.43 39.61 48.82 39.00 24.92 26.62 11.11 74.18 47.88 32.20 32.67 15.43 29.04
103.53 78.00 75.65 108.29 103.62 15.83 31.67 65.59 59.24 15.73 61.78 8.54 27.60 40.67 141.38 57.59 68.86 13.33 34.87 84.02 82.26 170.97 225.65 107.56 47.18 135.50 15.58 55.00 240.21 11.14 43.51 22.70 18.24 19.49 103.53 33.04 28.99 122.24 21.71 40.14 49.16 39.02 24.97 26.34 11.21 72.34 47.64 31.98 32.20 15.42 29.96
105.34 80.47 77.07 107.52 103.53 15.99 31.90 67.07 60.89 15.84 61.85 8.87 28.13 41.27 146.57 60.29 69.97 13.38 37.35 85.38 84.09 175.38 220.23 107.63 50.25 137.89 16.49 56.21 240.96 11.07 43.98 22.78 18.37 19.32 104.43 34.56 29.49 124.71 21.99 40.15 49.50 40.51 25.09 26.62 11.29 73.75 48.74 33.64 32.63 15.74 30.67
106.82 81.99 78.26 107.06 107.12 15.87 31.65 67.58 62.70 16.05 65.37 8.78 28.46 40.95 148.80 60.29 73.05 13.38 38.66 87.72 84.29 174.03 229.10 107.27 51.54 139.16 16.46 56.70 250.99 11.12 44.42 23.69 19.88 19.20 108.04 35.64 29.44 128.74 21.01 38.20 49.58 41.44 25.16 27.07 11.36 76.77 48.71 34.76 32.62 15.86 30.12
105.67 81.17 74.77 105.79 107.15 15.19 29.70 66.20 62.31 15.78 64.21 8.58 28.41 39.87 145.56 59.14 69.03 13.07 36.23 86.22 79.86 180.95 238.73 109.52 50.06 134.52 16.32 55.58 247.98 11.01 44.13 24.10 19.61 18.81 108.08 37.50 30.05 133.34 20.72 38.86 47.63 41.38 24.81 28.25 11.33 73.56 47.14 33.65 32.65 15.95 30.28
107.09 80.12 75.48 106.00 107.86 15.14 30.34 67.49 62.71 16.37 64.48 8.72 28.82 41.31 145.96 60.90 72.97 13.08 39.05 92.44 82.52 178.14 243.11 110.41 51.47 129.01 16.58 57.61 255.63 11.27 44.04 24.58 20.06 19.25 109.49 36.80 30.24 132.46 20.83 39.98 47.52 41.74 25.17 27.87 11.60 73.87 48.73 34.30 32.62 15.92 30.66
106.03 80.25 75.94 104.92 105.56 15.21 30.51 65.78 62.42 16.60 65.31 8.61 28.65 42.30 142.95 61.31 73.10 12.55 38.57 89.40 83.94 180.70 230.37 107.34 50.79 129.34 15.89 57.05 249.73 11.18 42.89 24.36 19.61 19.47 109.71 34.40 30.11 125.76 21.54 37.58 48.08 41.56 24.92 28.02 11.61 75.56 48.50 33.43 31.60 15.81 29.50
105.83 80.63 76.35 106.14 107.23 15.25 30.90 66.74 61.58 16.15 66.45 8.49 27.02 43.03 143.06 61.01 72.14 12.26 38.51 90.32 82.05 177.18 224.40 107.97 50.93 126.37 15.78 56.61 247.86 11.25 43.24 23.84 20.14 19.61 111.72 35.35 30.03 129.15 21.59 36.98 48.16 42.44 24.65 27.86 11.69 74.36 47.80 33.41 32.51 15.48 29.64
105.30 80.88 76.22 105.67 109.39 15.33 30.01 67.03 61.67 16.12 66.79 8.70 26.42 41.72 145.43 59.57 72.70 12.22 35.61 86.80 82.51 173.56 223.41 107.93 49.71 127.09 16.15 57.63 251.49 11.23 44.88 23.62 20.50 19.61 111.81 34.31 29.45 126.66 20.80 38.31 49.63 42.78 24.62 27.71 11.65 72.31 47.77 34.28 31.87 15.29 28.48
104.17 76.72 75.26 101.95 111.13 14.98 28.80 66.23 61.15 15.82 63.50 8.45 26.17 41.55 144.09 58.60 70.78 11.81 35.60 87.42 80.34 166.84 220.77 107.96 51.42 130.28 16.92 58.40 248.19 11.37 44.35 23.32 20.44 19.95 107.84 35.17 28.98 127.79 20.38 38.75 47.24 42.44 24.40 27.31 11.55 68.50 47.40 34.63 32.25 15.22 28.02
103.98 76.40 75.62 101.27 110.98 15.11 28.26 65.88 59.93 16.03 64.30 8.25 26.32 42.20 142.66 58.89 70.16 11.42 37.14 83.67 76.80 167.54 224.79 107.39 54.31 138.37 16.94 56.06 246.12 11.26 43.69 23.09 19.89 19.57 104.70 36.23 28.35 123.09 20.50 37.72 51.04 41.64 24.58 26.66 11.58 70.61 46.63 33.98 31.36 14.67 28.29
103.95 74.26 75.30 101.70 109.59 15.08 27.76 65.37 60.54 16.31 62.83 8.14 26.32 41.43 143.39 59.81 70.72 11.28 39.16 85.59 77.16 170.64 224.35 105.16 56.25 133.17 16.79 57.37 243.02 11.42 45.19 22.97 19.64 19.77 103.20 35.57 28.73 125.76 19.22 36.04 50.39 41.86 25.11 26.53 11.48 72.64 46.86 34.46 31.25 14.74 28.11
105.98 74.28 76.94 101.14 113.08 15.56 27.90 66.69 63.30 16.36 64.90 8.16 27.06 41.83 148.81 58.84 69.56 11.58 38.91 87.36 80.69 165.79 232.33 106.20 56.41 135.47 17.29 58.94 254.51 11.63 45.31 23.95 20.04 19.80 107.73 35.92 28.82 130.89 20.51 37.26 51.69 42.66 25.65 26.77 11.98 75.56 47.55 36.13 31.42 15.30 29.28
104.70 73.74 77.07 99.81 114.30 14.60 27.99 66.36 61.28 16.81 65.06 8.19 26.98 41.47 148.78 57.10 67.32 11.39 39.01 89.27 80.45 164.17 235.22 105.57 56.73 130.84 17.22 57.86 249.48 11.34 42.04 23.57 19.59 19.42 107.71 35.23 29.19 127.88 20.64 35.18 48.93 42.19 25.39 26.86 11.90 70.15 47.07 35.68 31.79 15.68 29.00
105.23 74.02 75.27 98.23 114.64 14.90 27.61 65.27 61.38 16.73 65.75 8.01 26.10 42.43 153.96 56.10 68.69 11.36 38.81 92.13 83.12 162.78 231.04 104.50 58.53 132.09 16.76 57.77 258.63 11.25 44.12 23.44 19.95 19.62 110.33 35.43 29.71 128.85 20.44 36.70 50.51 41.53 25.24 26.74 11.75 71.42 46.94 37.32 31.92 15.37 29.35
106.16 74.99 78.28 98.33 113.71 15.74 28.09 64.66 61.52 16.74 68.19 7.97 26.41 43.25 155.85 54.54 68.39 11.40 38.53 94.73 86.00 171.45 233.39 103.27 57.96 129.62 16.63 58.62 258.43 11.33 45.09 23.51 19.99 19.41 111.69 36.26 29.78 135.31 20.33 36.02 51.66 42.30 25.32 26.40 11.76 73.26 46.61 37.35 31.94 15.94 29.46
